,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Val De Vie Estate,780294.0,910808.0,1042142.0,1807474.0,3476494.0,1944356.0,2076009.0,3704419.0,5067132.0,5832500.0
Riebeek Valley Rural,,,,,,,,,,
Glentana,2131466.0,1786950.0,2042142.0,1561800.0,1699066.0,1395909.0,1701125.0,3195923.0,3098377.0,1820000.0
Mossel Bay Rural,,,,,,,,,,
Colorado Park,426672.0,444590.0,482255.0,491911.0,551263.0,562690.0,354654.0,749117.0,882153.0,721666.0
Amandelsig,934314.0,1102812.0,865666.0,1029523.0,1182727.0,1268416.0,1469901.0,1551000.0,1671000.0,1650000.0
Plettenberg Bay,1425859.0,1347601.0,1100047.0,1199477.0,1165137.0,1396800.0,1290362.0,1566144.0,1791054.0,1976418.0
Franskraal,926095.0,434334.0,721089.0,700813.0,777525.0,875605.0,904083.0,780338.0,867264.0,1096428.0
Piketberg Rural,,,,,,,,,,
Eastridge,196497.0,202509.0,211627.0,228604.0,243063.0,285157.0,306609.0,312944.0,335970.0,386875.0
Uniondale Rural,,,,,,,,,,
Churchill Estate,745092.0,752604.0,747673.0,763188.0,924686.0,951009.0,1179230.0,1086680.0,1324122.0,1581250.0
Springerbaai Eco Estate,,,,,,,,,,
New Town,,,,,,,,,,
Windsor Park,657686.0,671500.0,705785.0,711438.0,808774.0,889382.0,1015884.0,1087872.0,1280163.0,1277727.0
Noordhoek,1264278.0,1293053.0,1476555.0,2066555.0,2029626.0,2254805.0,2650690.0,2693950.0,2560923.0,2877475.0
De Waterkant,1432108.0,1694476.0,1621203.0,2323064.0,2791862.0,2972077.0,3175343.0,3717230.0,2481588.0,3059375.0
Barrydale,453842.0,428387.0,483279.0,545113.0,500694.0,725000.0,634273.0,638318.0,736862.0,632500.0
Tygerdal,1034041.0,983469.0,1096071.0,1216333.0,1295340.0,1286548.0,1478706.0,1829814.0,1455480.0,1760000.0
Stonewood Security Estate,,,,,,,,,,
Eyethu,66659.0,166880.0,166112.0,216216.0,192818.0,239250.0,280429.0,308562.0,268573.0,289713.0
Sonstraal,1682608.0,1969371.0,2043441.0,2205178.0,2286000.0,2496666.0,2754367.0,2843333.0,3043684.0,
New Scheme,,,,,,,,,,
Bot River,291850.0,270001.0,240404.0,299161.0,302971.0,222144.0,356860.0,329898.0,360593.0,465205.0
The Island,1143214.0,1049700.0,1191333.0,1273000.0,1309615.0,1157913.0,1404909.0,1553884.0,2132058.0,1872500.0
Blouberg Sands,956038.0,1094770.0,966796.0,1147142.0,1191019.0,1343142.0,1641469.0,1622695.0,1609310.0,1514117.0
Rouxville,957423.0,958230.0,858125.0,1008139.0,1275505.0,1391300.0,1617608.0,1834264.0,2049937.0,1612500.0
Lamberts Bay,479017.0,631791.0,439321.0,609433.0,633733.0,591483.0,635231.0,595242.0,924400.0,933800.0
Dana Bay,845026.0,721695.0,894227.0,863312.0,871516.0,790021.0,975263.0,916261.0,1070002.0,1131846.0
Steynsrust,1545274.0,1517153.0,1502918.0,2021510.0,1986802.0,2598030.0,2582307.0,2601526.0,3493636.0,2170000.0
Mossel Bay Golf Estate,1707083.0,1385333.0,1511785.0,1869285.0,1462565.0,2267852.0,2595952.0,2850833.0,2532619.0,3843333.0
Ridgeworth,1149884.0,1294000.0,1424938.0,1628846.0,1621296.0,1749000.0,1746365.0,2346526.0,2037225.0,2089166.0
Whale Rock,1310000.0,793253.0,381678.0,1212381.0,899606.0,1183688.0,1287371.0,1321877.0,1920342.0,2114166.0
Rondebosch,1458407.0,1372083.0,1598406.0,2117442.0,2338951.0,2991988.0,2888431.0,3293995.0,3538072.0,3132051.0
Island View,424921.0,579400.0,529986.0,686553.0,627177.0,810645.0,586755.0,876054.0,833301.0,765000.0
River View,220700.0,214000.0,184294.0,255807.0,246429.0,296250.0,320230.0,321250.0,395328.0,298272.0
Bettys Bay,996465.0,818967.0,925473.0,701245.0,812319.0,893377.0,825091.0,812778.0,803516.0,785892.0
Kaapsig,728333.0,785090.0,828750.0,776357.0,965937.0,1122142.0,1171333.0,1346333.0,1422000.0,1545000.0
Khaya,82190.0,107401.0,178076.0,190279.0,115483.0,259695.0,257169.0,286840.0,367021.0,121926.0
Pienaarstrand,1790000.0,1450000.0,2030000.0,1253333.0,1282500.0,2122714.0,2082222.0,1923750.0,988000.0,650000.0
Buhrein,442900.0,450346.0,450813.0,415843.0,532197.0,739249.0,1049126.0,1012955.0,1040895.0,944990.0
Morgenster,713100.0,844600.0,852352.0,869692.0,767821.0,1211454.0,814750.0,1317703.0,1242235.0,1895000.0
Westcliff,898241.0,663171.0,831095.0,1021631.0,795756.0,830061.0,779559.0,1161523.0,1241707.0,1353888.0
The Hague,169400.0,184254.0,200842.0,165652.0,217593.0,213819.0,227253.0,308498.0,285108.0,383000.0
Onder Papegaaiberg,1620833.0,1746666.0,1945416.0,2269285.0,2281363.0,2189000.0,2607272.0,2707916.0,2665000.0,3166666.0
De Hoop,,,,,,,,,,
Ceres,721138.0,635264.0,838093.0,863338.0,874190.0,1189096.0,959339.0,1366227.0,1216300.0,1730000.0
Thesen Island,4626462.0,3989741.0,4617681.0,4716129.0,4715607.0,5745655.0,6058333.0,6646145.0,7251388.0,10776250.0
Valhalla,,,,,,,,,,
Berg En Dal,3547750.0,3184166.0,4307637.0,4547500.0,4784545.0,5811111.0,5604200.0,8772000.0,5650000.0,
Silverhurst,,,,,,,,,,
Denneoord,797820.0,789433.0,807905.0,838022.0,899597.0,953221.0,1071072.0,1170006.0,1240847.0,1377727.0
Tulbaghweg,,,,,,,,,,
Koringberg,378750.0,429376.0,235090.0,616403.0,479166.0,571961.0,462000.0,502115.0,338300.0,220000.0
Jongensfontein,1413000.0,2225416.0,1890458.0,1854642.0,2030611.0,1640468.0,2151027.0,1356491.0,1500357.0,1300000.0
Parklands East,574967.0,649496.0,691512.0,595959.0,544365.0,839611.0,930549.0,951739.0,1028079.0,1221142.0
Baviaanskloof Estate,,,,,,,,,,
Soneike,947127.0,838142.0,1030737.0,867039.0,1125857.0,1319506.0,1423605.0,1681161.0,1726458.0,1455555.0
Costa Da Gama,471713.0,531665.0,638493.0,727556.0,676543.0,859979.0,941050.0,1134191.0,1049073.0,1150000.0
Moorreesburg,417541.0,340270.0,312828.0,492946.0,414989.0,502830.0,550546.0,561851.0,458887.0,779625.0
Villiersdorp,560265.0,639555.0,673296.0,686551.0,857771.0,818454.0,843223.0,793439.0,909660.0,1038285.0
Admirals Park,449223.0,600567.0,493578.0,616670.0,668208.0,603856.0,826493.0,907456.0,1121739.0,1207500.0
Saxenburg Park 1,3323527.0,2834637.0,3638961.0,2755535.0,4974644.0,3190149.0,2045500.0,4634500.0,4889166.0,
Killarney Gardens,2098981.0,2677423.0,3355297.0,1946272.0,2869466.0,2805300.0,4174311.0,2956750.0,2879285.0,4600000.0
Oude Westhof,1495885.0,1899645.0,2216750.0,2103461.0,2530419.0,2333000.0,2561569.0,3229230.0,2301052.0,2847500.0
Stikland Industrial,2534150.0,2834056.0,3086705.0,2576056.0,3938570.0,4154964.0,4532926.0,5111659.0,2866890.0,6200000.0
White City,233900.0,193400.0,240599.0,232090.0,287142.0,285300.0,260843.0,394222.0,448000.0,571000.0
Le Grand Estate,149333.0,243800.0,214333.0,123647.0,320333.0,175438.0,408928.0,377304.0,526235.0,387000.0
Nonqubela,64057.0,87130.0,56733.0,114458.0,120500.0,122694.0,146386.0,160734.0,163542.0,172370.0
Sunnydale,,,,,,,,,,
Ongegund Village,495000.0,635750.0,978333.0,979166.0,805000.0,1214375.0,1223333.0,1325000.0,2600000.0,
Eversdal Heights,2494500.0,3336000.0,3167142.0,3179736.0,4046333.0,3103257.0,4380000.0,4966666.0,4545833.0,7220000.0
Kleinbron,1157465.0,1258358.0,1307894.0,1561358.0,1519353.0,1706439.0,2108617.0,1892270.0,2347887.0,1893333.0
Northcliff,1081360.0,816347.0,874585.0,1234840.0,1116775.0,1453309.0,1387038.0,1713969.0,1905778.0,1372500.0
Glenlilly,660683.0,691416.0,761685.0,804691.0,848951.0,1084637.0,1108950.0,1038582.0,1152522.0,1453333.0
Hersham,1053050.0,1032000.0,841084.0,1586875.0,1515250.0,1364130.0,1739230.0,1610263.0,1018862.0,745000.0
Deltacrest,,,,,,,,,,
Long Acres Country Estate,1140833.0,1255714.0,1160363.0,1227650.0,954705.0,1143928.0,1533062.0,982593.0,1897500.0,2300000.0
Hartebeesfontein,422775.0,325625.0,223166.0,474678.0,792500.0,544545.0,762333.0,706250.0,823333.0,
Klein Parys,751956.0,879095.0,557653.0,624259.0,806313.0,1600865.0,1628635.0,882997.0,1390067.0,988641.0
Tesselaarsdal,,,,,,,,,,
Vleesbaai Rural,,,,,,,,,,
Sunningdale,1085784.0,1082851.0,1231722.0,1367309.0,1533322.0,1724199.0,1971611.0,2138505.0,2176567.0,2127310.0
Goedemoed,1208000.0,1206785.0,1386133.0,1542500.0,1816176.0,1718952.0,1965666.0,1872842.0,1876875.0,2200000.0
Hemel En Aarde Estate,1187767.0,1631932.0,1461371.0,1926730.0,2309102.0,2502856.0,2784471.0,3380909.0,3195909.0,3546666.0
Royal Ascot,1091041.0,1164821.0,1185435.0,1319868.0,1546461.0,1862739.0,2100919.0,2053208.0,2066491.0,1647500.0
Groot Brakrivier Rural,,,,,,,,,,
Vermont,989710.0,1038527.0,881747.0,1058959.0,1300751.0,1364330.0,1385342.0,1698537.0,1954882.0,2054375.0
Stellenberg,1444032.0,1435441.0,1601906.0,1602321.0,2030617.0,2186846.0,2272073.0,2272896.0,2463000.0,2379166.0
Fresnaye,6564466.0,7549335.0,6617959.0,10377125.0,11749473.0,11041520.0,10173925.0,13532061.0,16195105.0,11555000.0
Wolseley,286664.0,373120.0,353647.0,451409.0,424090.0,391832.0,457068.0,487291.0,565362.0,1012500.0
Graafwater,313000.0,323250.0,229886.0,270930.0,258888.0,329841.0,293923.0,278133.0,273235.0,70000.0
Blouberg Rise,1306975.0,1214054.0,1513421.0,1569877.0,1657613.0,1940804.0,1954411.0,2182882.0,2089111.0,1787783.0
Harbour Lights,377800.0,525200.0,132375.0,139142.0,625000.0,371666.0,485555.0,570697.0,728694.0,760600.0
Welgevonden,1191694.0,1344719.0,1324072.0,1471772.0,1562453.0,1725819.0,1937905.0,2026685.0,1936785.0,1891875.0
Simons Town Central,1685000.0,1611388.0,1709285.0,1642708.0,2102608.0,2052121.0,2060000.0,3222352.0,2079069.0,5847891.0
Bloubergstrand,2901882.0,3485076.0,3741400.0,3033264.0,3916832.0,3953102.0,4320769.0,5105428.0,4501578.0,4012500.0
Klein Slangkop,2396600.0,2664285.0,2553033.0,2858981.0,4395253.0,4238928.0,2600000.0,2500000.0,5800000.0,
Southfork,404000.0,325400.0,484184.0,601454.0,567892.0,399261.0,265909.0,818111.0,713890.0,309313.0
Suurbraak,168425.0,198188.0,372857.0,184864.0,230870.0,249036.0,346250.0,274498.0,306052.0,755000.0
Franschhoek Rural,3488658.0,8910813.0,6906988.0,3429166.0,6820923.0,2139970.0,1855079.0,5896128.0,8677009.0,3073333.0
Fairfield Estate,670507.0,725816.0,705555.0,753766.0,777078.0,405186.0,947322.0,1103970.0,1081405.0,983000.0
Bowtie,1266333.0,1854817.0,762776.0,788437.0,698511.0,2230725.0,631785.0,887948.0,759625.0,1142142.0
Heuningkloof,1213916.0,884545.0,1319000.0,1139285.0,1138055.0,1274000.0,1112857.0,1413000.0,1509900.0,775000.0
Haasendal,1146538.0,863500.0,1353571.0,976857.0,1466333.0,1288684.0,1785083.0,2182083.0,2979375.0,
Schoongezicht Estate,1857000.0,775000.0,366500.0,1072727.0,404742.0,1238333.0,711538.0,373500.0,379285.0,2875000.0
Zevenwacht Country Estate,832142.0,780000.0,832340.0,871006.0,1030125.0,2051850.0,2781666.0,2905000.0,2850000.0,
Kraaifontein,537531.0,536964.0,554588.0,618858.0,672696.0,855934.0,924237.0,971387.0,1050641.0,956209.0
Paarl Rural,3324109.0,3828220.0,2456613.0,3120233.0,2562081.0,5440705.0,4683234.0,164666.0,2494355.0,1276500.0
Boschenmeer Golf And Country Estate,1479725.0,2296499.0,2229797.0,2638114.0,3283705.0,3163296.0,3865454.0,4201333.0,4537678.0,2297333.0
Britannica Heights,424733.0,527479.0,369573.0,367162.0,442112.0,335726.0,611659.0,865200.0,593460.0,0.0
Strand Central,687647.0,672529.0,1184662.0,1012180.0,1170592.0,1193871.0,1150848.0,1263976.0,1261413.0,1475000.0
Touws River,157133.0,173160.0,202329.0,203347.0,214984.0,172708.0,222640.0,201518.0,258528.0,266928.0
Paarl East,270549.0,250000.0,308642.0,341919.0,283463.0,417577.0,451656.0,570984.0,656382.0,925555.0
Sagewood,,,,,,,,,,
Paglande,958000.0,985727.0,1101875.0,976000.0,1148076.0,1130571.0,1263571.0,1472154.0,1221818.0,1596666.0
Myburgh Park,1189430.0,1102071.0,1065064.0,1202872.0,1559831.0,1291585.0,1258564.0,1554669.0,1469138.0,1520000.0
Beach Estate,1237173.0,1235209.0,1435216.0,1522718.0,1642622.0,1781742.0,2093598.0,2300774.0,1809500.0,2357142.0
Perlemoenbaai,570588.0,671859.0,414946.0,919370.0,560663.0,718650.0,648758.0,642564.0,770047.0,884000.0
Riversdale Rural,1733168.0,778796.0,1530423.0,1364313.0,2011921.0,1562896.0,5050746.0,2247500.0,973928.0,1775000.0
Paarl,928851.0,927715.0,1070474.0,1285531.0,1506995.0,1518173.0,1573530.0,1341602.0,1653967.0,1614855.0
Kommetjie,1333044.0,1546416.0,1508947.0,1640947.0,1954409.0,2354790.0,2798591.0,2553128.0,2950339.0,2649285.0
Simons Town,1543651.0,1390024.0,1434086.0,1600027.0,1893112.0,1962869.0,1923451.0,2425367.0,2341494.0,1904705.0
Glenwood,732729.0,670736.0,744883.0,737420.0,936580.0,854214.0,1268850.0,1186413.0,1033260.0,1400000.0
Hoog En Droog,1293782.0,876475.0,1675022.0,1498911.0,2117101.0,1625030.0,2424534.0,2781527.0,1795117.0,2650000.0
Kolgansbaai Village,,,,,,,,,,
Louwville,268187.0,299387.0,287230.0,279675.0,344631.0,339688.0,370690.0,361139.0,447654.0,331666.0
Joostenbergvlakte,,,,,,,,,,
Boston,888709.0,867626.0,979092.0,1091623.0,1143887.0,1271765.0,1384245.0,1393243.0,1227647.0,1461846.0
Village On Sea,1213000.0,550000.0,477500.0,1102490.0,480000.0,948684.0,687647.0,1770000.0,1449500.0,610000.0
Whale Rock Estate,,,,,,,,,,
Vermaaklikheid,,,,,,,,,,
Doornkloof,474583.0,459538.0,248666.0,528153.0,528980.0,541471.0,694540.0,632017.0,532105.0,735000.0
Zonnendal,452967.0,576283.0,606228.0,746430.0,877549.0,975102.0,1177681.0,1037307.0,1077228.0,904942.0
Imhoffs Gift,1240184.0,1528823.0,1483409.0,1607333.0,1872631.0,2230166.0,1995092.0,2619166.0,2716128.0,2633333.0
Pringle Bay Rural,,,,,,,,,,
Gardens,1149132.0,1286658.0,1533611.0,1758983.0,1971474.0,2503731.0,2929372.0,3030514.0,2323240.0,2042708.0
Somerset West Central,620741.0,536042.0,568192.0,683176.0,1083595.0,715875.0,804337.0,924507.0,698325.0,451158.0
Langebaan,398857.0,584594.0,675594.0,760958.0,881005.0,922932.0,1055933.0,1131282.0,1274621.0,1195501.0
Blue Fountain,,,,,,,,,,
Yzerfontein,960410.0,922726.0,772569.0,986258.0,1141980.0,1234385.0,1298320.0,1386924.0,1491966.0,1743807.0
Goodwood Estate,711410.0,808096.0,806080.0,917581.0,1011350.0,1194161.0,1108846.0,1244953.0,1363166.0,1478777.0
Melkbosstrand,1175588.0,1525128.0,1926459.0,2086164.0,2049019.0,2933734.0,2667085.0,3155980.0,2856479.0,2813981.0
Broadlands Village,233135.0,272159.0,289467.0,303067.0,344005.0,400346.0,453256.0,521126.0,556072.0,636875.0
High Gate,368333.0,332142.0,212500.0,490000.0,241333.0,424833.0,458215.0,421250.0,686666.0,550000.0
Eikendal,448490.0,477450.0,549642.0,558603.0,582736.0,588333.0,704654.0,731074.0,873285.0,920000.0
The Boulders,,,,,,,,,,
Uitzicht,865815.0,1010260.0,996563.0,1118931.0,1139600.0,1256529.0,1512809.0,1489821.0,1649637.0,1128333.0
Belle Constantia,4850000.0,6012500.0,5925000.0,8929000.0,7442833.0,8253333.0,9866666.0,8600000.0,10300000.0,6000000.0
Robinvale,169240.0,236769.0,244227.0,216882.0,363523.0,332236.0,299105.0,304714.0,505490.0,425000.0
Pacaltsdorp,202170.0,201420.0,189775.0,170094.0,224930.0,252108.0,279902.0,330823.0,299641.0,209121.0
Elgin,457422.0,517500.0,650000.0,675000.0,789714.0,879166.0,1212500.0,925000.0,1341666.0,
Sedgehill,592003.0,342000.0,473875.0,356849.0,606400.0,836875.0,912142.0,776090.0,687583.0,1295000.0
Groenvallei,619285.0,804761.0,678900.0,840400.0,934583.0,746633.0,630000.0,1100842.0,1252826.0,712000.0
Rooi Els,1583888.0,2354816.0,881300.0,1786500.0,2962522.0,1677720.0,2048636.0,2162954.0,2319000.0,2926875.0
Silverhurst Estate,12212500.0,13978571.0,17883333.0,11575000.0,14900000.0,14906250.0,20162666.0,14750000.0,22480000.0,
Brandwacht,1143835.0,1808109.0,1899019.0,2417454.0,3181387.0,4810789.0,5090625.0,5495000.0,7585714.0,
Guldenland,369523.0,285066.0,349967.0,368592.0,403090.0,377517.0,411077.0,465562.0,563058.0,612150.0
Laingsburg,407336.0,444083.0,907437.0,1668870.0,405891.0,373396.0,496570.0,356546.0,356250.0,715000.0
Whale Rock Heights,985000.0,2804500.0,414190.0,1650555.0,396666.0,488070.0,1766900.0,559000.0,4500000.0,
Pezula Private Estate,1094000.0,3090000.0,2294444.0,2480000.0,867777.0,5500000.0,1998166.0,949222.0,4875325.0,2725000.0
Stilbaai Oos,461856.0,497639.0,331501.0,426071.0,444937.0,903091.0,766596.0,786066.0,890439.0,501400.0
Calypso Beach,1093910.0,1075842.0,1125476.0,992168.0,1364323.0,1375906.0,1119457.0,1252529.0,1695884.0,635000.0
Genadendal,75000.0,216600.0,55100.0,71153.0,82500.0,57083.0,183562.0,98333.0,350000.0,
Van Ryneveld,801875.0,781147.0,807715.0,812288.0,828819.0,943277.0,1012959.0,1096699.0,1265681.0,1390071.0
Sonstraal Heights,790489.0,938161.0,922405.0,1091875.0,1124862.0,1247344.0,1529164.0,1575361.0,1609655.0,1236576.0
Mount Pleasant,2366666.0,762500.0,1537857.0,2054285.0,3168750.0,2555000.0,1920000.0,4068750.0,2162500.0,
Kleinbron Estate,1492307.0,1469097.0,1734310.0,1822910.0,2264276.0,2066331.0,2253548.0,2309589.0,2777333.0,3215000.0
Winslow,788333.0,831000.0,838333.0,908437.0,1088500.0,812500.0,1044305.0,1200000.0,1220396.0,1000000.0
Welgedacht,3157600.0,4078680.0,3482815.0,5208133.0,5133156.0,5480000.0,5714426.0,6558043.0,5831388.0,6647500.0
Riverside,637500.0,717142.0,702000.0,375000.0,685396.0,643333.0,649600.0,1057500.0,630375.0,733333.0
Viking Village,396878.0,432529.0,377728.0,444765.0,379895.0,757252.0,1032434.0,1170423.0,1143289.0,967500.0
Calitzdorp,256102.0,278527.0,399690.0,344012.0,456095.0,468677.0,512904.0,384821.0,422380.0,70000.0
Valley Area,3263571.0,3241666.0,2810961.0,3273000.0,4318416.0,3389285.0,3910590.0,3912000.0,5081428.0,3900000.0
The Connifers,277199.0,286500.0,322727.0,435625.0,378446.0,427500.0,510454.0,407500.0,634800.0,825000.0
Beacon Valley,251320.0,249634.0,273090.0,257887.0,285630.0,316769.0,318100.0,367672.0,415301.0,404400.0
Harbour Island,1530894.0,1277051.0,846708.0,1476968.0,1472588.0,2103622.0,1840987.0,2200921.0,2019277.0,
Albertinia,235901.0,247746.0,244555.0,310474.0,301718.0,330598.0,424470.0,370150.0,368736.0,495857.0
Seaside Longships,2988531.0,1862883.0,1513468.0,1396709.0,2281355.0,2070067.0,2237887.0,2810303.0,2654047.0,1702496.0
Belvidere Estate,2367142.0,2948823.0,1828965.0,2475898.0,2496725.0,3071375.0,3366666.0,3338888.0,3634375.0,2283000.0
Mossel Bay,684192.0,641011.0,700835.0,805626.0,777702.0,801745.0,873365.0,900992.0,1002555.0,1139497.0
Glencairn Heights,1548636.0,1259916.0,1341866.0,1490111.0,1514583.0,1720637.0,1758696.0,2514366.0,2226666.0,1797500.0
Portlands,360783.0,375289.0,407181.0,431940.0,472040.0,508535.0,564113.0,622434.0,683972.0,665857.0
Witsand,793647.0,989920.0,702574.0,1130277.0,758206.0,950382.0,1199775.0,1291339.0,1312736.0,658111.0
Avian Park,194168.0,206885.0,210747.0,223880.0,260200.0,260914.0,258402.0,229584.0,248913.0,428000.0
Panorama,1275937.0,1238657.0,1559454.0,1643200.0,1822325.0,2147170.0,2273363.0,2222666.0,1909510.0,2759450.0
Pearly Beach,425484.0,522365.0,500444.0,483265.0,434126.0,532745.0,491451.0,535360.0,677761.0,853157.0
Struisbaai,800815.0,897898.0,985322.0,937732.0,959509.0,1086732.0,1145095.0,1214425.0,1370316.0,1393600.0
Ruyteplaats,,,,,,,,,,
Outeniquasbosch,,,,,,,,,,
Blackheath Industrial,2018727.0,879912.0,2061850.0,4661106.0,1988344.0,1790929.0,1985106.0,4238863.0,4762878.0,546500.0
St Dumas,797684.0,864950.0,836904.0,827199.0,908611.0,1086317.0,1163826.0,1427714.0,1143769.0,1015000.0
Beaufort West Industrial,,,,,,,,,,
Scarborough,1522781.0,1319404.0,1582022.0,1914454.0,1921682.0,2661764.0,2885270.0,3203080.0,4328571.0,2864285.0
Theronville,23716.0,29500.0,38419.0,82048.0,88954.0,41000.0,45000.0,48380.0,48562.0,56250.0
Knysna Central,748196.0,699370.0,781442.0,725589.0,823804.0,846377.0,887955.0,1051263.0,925032.0,1024444.0
Goedehoop,1264333.0,1237857.0,1221405.0,1390830.0,1511136.0,1734166.0,1775526.0,1929500.0,2109736.0,2108750.0
Swartvlei,,,,,,,,,,
Sandy Point,275433.0,351333.0,140751.0,544482.0,390256.0,380734.0,400791.0,720640.0,265500.0,368100.0
Fairhaven Country Estate,45600000.0,663462.0,764588.0,1017033.0,1228794.0,990000.0,2495785.0,4995000.0,,
Wilderness Heights,3300000.0,3125000.0,3758333.0,1999999.0,1775000.0,1596666.0,1950000.0,3666666.0,2495000.0,
Ikwezi Park,176260.0,254666.0,254000.0,222182.0,198837.0,356812.0,381071.0,354333.0,300447.0,168852.0
Mfuleni,68099.0,76254.0,77503.0,86089.0,93675.0,100412.0,139677.0,138239.0,171453.0,159081.0
Suiderstrand,505500.0,594857.0,448625.0,592555.0,624263.0,855000.0,596315.0,649444.0,366076.0,483000.0
Tyger Valley,,,,,,,,,,
Die Laning,206454.0,312500.0,124000.0,321428.0,323449.0,379524.0,336500.0,271000.0,322916.0,180000.0
Paryskloof Estate,437727.0,906000.0,471812.0,529210.0,1204367.0,1943400.0,2082500.0,2878625.0,3740000.0,3000000.0
Bella Vista,135798.0,84848.0,63755.0,109966.0,158809.0,109433.0,185229.0,142740.0,220869.0,247500.0
Sunny Cove,1175000.0,1625000.0,1223416.0,2028547.0,2282727.0,2638745.0,1843750.0,2339285.0,2879333.0,4600000.0
Spanish Farm,3985555.0,2866666.0,3585500.0,5260714.0,4208750.0,6778888.0,6442777.0,4800000.0,12175000.0,
Herolds Bay,1132301.0,2137142.0,1604565.0,2237374.0,1373673.0,1655226.0,1987384.0,1772187.0,2539521.0,2065800.0
Silver Oaks,514074.0,661857.0,587378.0,688767.0,750017.0,708836.0,693759.0,554000.0,982518.0,1376000.0
Murdock Valley,2705000.0,1728833.0,1879000.0,2181363.0,3212058.0,3019833.0,3138220.0,2837801.0,3775000.0,1195000.0
Paternoster,1415689.0,1709993.0,2237323.0,1355473.0,1746058.0,1731352.0,2213020.0,1790483.0,1694485.0,981250.0
Parklands,712455.0,742206.0,806843.0,869343.0,930835.0,1003121.0,1092348.0,1125851.0,1263762.0,1190135.0
Pringle Bay,941441.0,919495.0,740864.0,987036.0,921833.0,908166.0,1026410.0,956267.0,1116673.0,1606875.0
Dwarswegstrand,1650000.0,1315000.0,1325000.0,1937500.0,1517333.0,1896666.0,1400000.0,2550000.0,2300000.0,
Greyton,1229792.0,1310266.0,1189289.0,1335857.0,1594606.0,1652420.0,2116779.0,1858400.0,2497987.0,1423333.0
Vredekloof East,589469.0,656503.0,583596.0,725600.0,774294.0,864431.0,1031539.0,1091493.0,1163804.0,1248777.0
Milnerton Ridge,1418063.0,1449568.0,1266018.0,1534228.0,1869326.0,1556818.0,2126194.0,2235520.0,2702875.0,1048750.0
Da Gama Bay,140983.0,131758.0,160500.0,140755.0,172059.0,198619.0,208000.0,217527.0,226768.0,254000.0
Electric City,289203.0,320030.0,387428.0,415675.0,452888.0,468453.0,469157.0,643777.0,647166.0,872500.0
Glen Lilly,27500.0,30800.0,1038333.0,76666.0,60000.0,140000.0,228928.0,322717.0,220000.0,
Castle Rock,,,,,,,,,,
Dennegeur,1390309.0,1338767.0,1351027.0,635731.0,762392.0,1241854.0,2006587.0,1760131.0,3119464.0,3897500.0
Baronetcy Estate,1626156.0,1265325.0,1724586.0,2215705.0,2706581.0,3172490.0,2983490.0,3223444.0,4678847.0,3067333.0
Atlantic Beach Golf Estate,2554896.0,2613150.0,2644933.0,3221397.0,4129153.0,4497757.0,4298995.0,5108414.0,4329516.0,4398333.0
Aan De Wijnlanden,7000000.0,396500.0,589010.0,611776.0,580000.0,,,,,
Melkbosstrand Central,601755.0,819788.0,1469745.0,1526524.0,1231474.0,1797530.0,1811004.0,2361572.0,2128612.0,2025892.0
Constantia Nek Estate,8125000.0,4009390.0,5460000.0,3512500.0,3450000.0,,,,,
Paardeberg,,,,,,,,,,
Parow Central,417216.0,522789.0,587513.0,548972.0,527175.0,562023.0,549554.0,647597.0,828264.0,725714.0
Zilvermyn Estate,1999995.0,2015000.0,3100000.0,3456250.0,3512500.0,4075000.0,3772500.0,4822500.0,,
Montagu Rural,,,,,,,,,,
Ladismith,417035.0,401989.0,360291.0,519160.0,516485.0,418166.0,531906.0,489087.0,508166.0,110000.0
Cairnside,1344500.0,1608250.0,1479923.0,2265937.0,1942600.0,1704100.0,2015625.0,2072323.0,3233333.0,4000000.0
Croydon Olive Estate,365000.0,364235.0,394125.0,541392.0,747264.0,888712.0,2114040.0,3100937.0,4039090.0,3500000.0
Gordon Heights,1656000.0,1210300.0,1051000.0,1880833.0,1932500.0,2652000.0,1494230.0,1995000.0,1323375.0,0.0
Piketberg,379941.0,483045.0,417861.0,567293.0,566869.0,483938.0,530500.0,479424.0,676262.0,728837.0
Green Pastures,905000.0,755000.0,471750.0,928846.0,864922.0,646050.0,873333.0,304666.0,1011000.0,260000.0
Riebeek West,491039.0,892482.0,1107916.0,1294923.0,1100047.0,1365740.0,1232416.0,909590.0,1316406.0,776360.0
Fountain Village,267500.0,218977.0,288820.0,235849.0,302309.0,295846.0,321250.0,318076.0,396426.0,432600.0
Hopefield Rural,2233285.0,700000.0,1671000.0,816095.0,906897.0,1013333.0,1114010.0,345875.0,1807857.0,8063437.0
Oudtshoorn Central,487526.0,490252.0,462433.0,425138.0,549760.0,468673.0,664058.0,598394.0,771625.0,704375.0
Gouda,69666.0,48750.0,194333.0,106400.0,110666.0,219444.0,91000.0,173300.0,149094.0,172400.0
Hopefield,235114.0,402775.0,405069.0,461579.0,464481.0,374513.0,487533.0,588908.0,438646.0,485600.0
Dolphin Creek Golf Estate,636016.0,770250.0,175000.0,1004600.0,333333.0,298333.0,291000.0,1214285.0,353333.0,
Stratford Green,310499.0,447500.0,429800.0,291148.0,375895.0,587675.0,817058.0,865000.0,982500.0,997500.0
Shelley Point,297008.0,373178.0,563242.0,532796.0,466068.0,670463.0,288122.0,283459.0,331381.0,320263.0
